	Sentence	Level
1449	It may be argued that a child's academic success is crucial to his or her future. 	C
1450	It may be argued that the career span of an athlete is quite short and therefore money earned is well deserved. 	C
1451	The weather might be hot and sunny. 	A
1452	I think it might be in your bedroom. 	A
1453	My dad isn’t working that day, he might take us. 	A
1454	 It might be on the computer table. 	A
1455	I like to wear a shirt and pants. It might not be very fashionable, it might look simple, but that's the way I like it. 	B
1456	I think that people watch too much TV these days and in a way this mightn't be such a good thing. 	B
1457	 my parents said it might be the last holiday where we are all together. 	B
1458	 Lisa thought it might be a lucky one so she showed it to her Dad. 	B
1459	The park is a great place for picnic. It has lots of trees, a beautiful view and fresh air. You might need to bring some food and drink. 	B
1460	I really don't know what you should do, but I think that you might talk with your parents. 	B
1461	 It might have been our neighbours' cat. 	B
1462	They might have been right, but I don't agree with them. 	B
1463	He might have seen us. 	B
1464	In years past, you might have gone straight from school to your family's farm or joined your parents in the factory they worked in. 	B
1465	Many things might have led to these changes. 	B
1466	I thought that a burglar might have broken into our house. 	B
1467	As you might know, nobody came here until Wednesday afternoon. 	B
1468	As you might know, I've been very busy recently taking my exams. 	B
1469	As you might have noticed, I broke your beautiful vase which was in the hall. 	B
1470	As you might have already heard, there is a delay with the setting of the new computer system. 	B
1471	Could it be possible that your company sent me the wrong bill, or might it be the bill from the last person who lived in my house? 	C
1472	Might it not be a good idea to change the travel company you are working with next time? 	C
1473	First of all, not 45 but only 35 stalls were promised, meaning the disappointment you mentioned might not have been as bad as you, or whoever gave you the information, thought it was. 	C
1474	The survey, mentioned in the local newspaper yesterday, might not have asked an accurate sample of people. 	C
1475	Even though things might not have gone as you expected or as you would like them to have, we have to remind you we are dealing with charity here. 	C
1476	The argument that fashion reflects people's attitudes and behaviour might sound superficial, but on closer examination it turns out to be true. 	C
1477	The idea of going to work-out to keep fit might be tedious sometimes but the majority of young people are interested in taking up an activity these days. 	C
1478	All in all, it might not have been a huge success, but people enjoyed themselves. 	C
1479	"You might not have been able to ""change the world"" but maybe you have made a difference to one or two people. "	C
1480	Last but not least, might it not be wise if you had more trips ? 	C
1481	Also might I suggest that we have more exiting publicity for the club? 	C
1482	As for the musicals running in London, might I suggest that you arrange for seats where one can both see and listen? 	C
1483	Try as I might, I was never able to persuade her to go for a walk. 	C
1484	Try as I might, I cannot imagine a world without music. 	C
1485	Try as I might, I can't see an explanation . 	C
1486	Living longer allows you to fulfil the different stages of your personal development, and if you reach the necessary maturity and integrity that corresponds to this stage of your life, you might as well make the best of these years. 	C
1487	What should be changed about travelling and spending one's holiday is that the people, in my opinion, should decide on what they want to do during their holidays: If they only want to have fun, they might as well stay at home. 	C
1488	You must wear your sports shoes and you must also bring your racket! 	A
1489	I must be back at 10.15. 	A
1490	 you mustn't forget to buy some strawberry juice for us. 	A
1491	You must not wear a white colour shirt, you can only wear a dark colour shirt. 	A
1492	 It is very important to me because I must call my parents. 	A
1493	I will be at school, so you must arrive at 3 pm. You must take your towel, jeans and t-shirt with you. 	A
1494	I mustn't be late. 	A
1495	You mustn't forget your swimsuit. 	A
1496	You must! It's amazing! 	B
1497	To sum it up, right now, I take care of her because I must! 	B
1498	 Must go now. 	B
1499	Must be really difficult for you. 	B
1500	I must also do the FCE practice test because I will have the FCE test soon. 	B
1501	 first you must always watch what you eat  	B
1502	Second, it must be boring for you to sit at a computer all day. 	B
1503	 You must be so nervous. 	B
1504	You must come and stay in our house too. 	B
1505	You must come and see this restaurant! 	B
1506	 She took it and said we must go and find him. 	B
1507	Your parents must learn to let you live your own life  	B
1508	This club has been opened for just two weeks. I mean we must see it. 	B
1509	 We must do that again, don't you think?! 	B
1510	Rome is really fantastic and you must go there! 	B
1511	When I realized that he must have forgotten, I called him up. 	B
1512	We had lots of fun learning how to ski. It was pretty hard at the beginning. I must have fallen about fifty times. 	B
1513	Is it possible to use the prize next year or must I cancel my trip to India? 	B
1514	Finally, how much money must I bring with me? 	B
